gene	transcript	GFP1	GFP2	GFP3	NFYA_DN1	NFYA_DN2	NFYA_DN3	PBCAB1	PBCAB2	PBCAB3
stk35l	NM_001008627	19.04	25.64	19.44	29.48	29.20	35.62	40.27	31.69	36.39
bcl9l	NM_001005575	38.27	43.04	28.63	53.11	47.31	52.23	36.31	44.30	37.99
ano1	NM_001161590	16.75	18.19	9.85	13.41	13.44	17.99	28.02	11.71	22.45
lamp2	NM_001013533	171.48	189.55	141.83	287.34	304.52	374.93	186.18	223.34	205.00
stat4	NM_001004510	0.22	0.50	0.61	0.32	0.94	0.73	1.10	0.59	0.52
rerglb	NM_001045116	0.51	0.72	0.17	0.18	0.00	0.00	0.21	0.36	0.37
pou3f3b	NM_131102,NM_201447	8.63	8.66	24.92	12.91	9.27	3.05	1.65	4.62	2.80
nagk	NM_001105693	13.17	14.08	15.95	13.02	10.98	13.64	11.73	11.22	12.04
ttyh3b	NM_001037387	14.54	17.23	17.10	16.84	12.81	10.88	12.03	17.63	15.28
glrx	NM_001005942	109.96	110.50	135.22	143.11	141.56	132.32	84.54	140.76	105.53
sdf2	NM_200039	25.54	25.19	35.35	39.33	36.95	34.94	26.65	33.51	28.47
kif20a	NM_001161470	93.44	94.65	85.13	63.28	69.53	69.02	111.27	89.23	107.94
slc18b1	NM_001017841	0.34	0.21	0.07	0.36	0.28	0.21	0.08	0.50	0.22
vgll4l	NM_001079998	39.94	44.48	42.94	35.17	40.04	47.25	37.12	41.35	39.97
ngfrb	NM_001198660	0.53	1.18	1.98	0.98	0.34	0.62	0.79	1.59	0.64
insb	NM_001039064	24.99	24.41	19.76	24.01	24.42	33.40	26.87	16.95	30.14
or118-2	NM_001128580	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
mettl6	NM_200203	14.18	15.04	18.57	15.15	14.86	16.99	14.26	20.85	17.56
ube3b	NM_001114682	7.44	8.61	7.34	8.27	7.44	8.40	14.41	10.58	12.39
paf1	NM_001024453	60.75	59.23	59.28	57.06	56.98	62.07	64.74	60.40	64.71
cttn	NM_001004121	66.10	60.64	67.79	73.84	68.00	65.06	50.80	74.93	59.72
cfh	NM_001199190	3.58	5.30	7.25	6.03	4.91	2.89	1.69	5.43	3.61
ppme1	NM_199937	18.41	18.66	17.64	21.76	23.53	24.40	26.58	18.20	22.39
irf2bp1	NM_001044354	41.82	38.49	37.61	40.22	42.13	39.12	50.64	45.26	49.22
opn3	NM_001111164	0.17	0.18	0.51	0.27	0.09	0.09	0.10	0.00	0.09
nmbb	NM_001128756	0.00	0.00	0.00	0.20	0.00	0.60	0.00	0.00	0.00
timp2b	NM_213296	3.04	3.25	5.18	5.14	3.84	3.20	2.81	3.17	2.97
lyz	NM_139180	1.26	0.75	0.36	1.13	1.11	0.56	0.43	0.19	0.39
arpc3	NM_001002114	150.97	140.63	179.80	150.83	151.60	138.28	104.30	162.04	118.33
arhgef9b	NM_001161663	2.26	3.20	3.00	3.04	2.32	3.13	3.34	3.30	3.49
zgc:171534	NM_001114895	0.20	0.21	0.76	0.85	1.50	0.93	0.00	0.80	0.48
slco2a1	NM_001089582	2.05	2.16	1.94	1.96	3.10	4.23	3.77	2.63	3.14
wnt2ba	NM_182876	0.00	0.00	0.06	0.12	0.06	0.00	0.00	0.06	0.06
kctd12.2	NM_001034019	4.45	4.66	5.51	4.60	3.10	2.43	0.90	3.07	2.21
tmem243a	NM_001017748	2.77	1.83	2.25	1.51	2.43	1.93	1.35	1.72	1.44
slc39a7	NM_130931	171.07	177.04	188.44	168.27	171.23	175.57	144.62	191.68	159.84
ido1	NM_001083854	0.00	0.00	0.23	0.08	0.00	0.00	0.19	0.00	0.00
brd1b	NM_001083030	25.45	33.65	29.62	28.75	25.85	33.24	32.58	33.03	30.89
srp19	NM_213343	56.63	52.92	61.16	66.61	67.32	69.92	42.99	53.07	41.29
or103-4	NM_203469	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
rab18b	NM_001003449	29.29	28.66	36.86	46.63	47.90	45.85	23.39	34.63	26.92
cbsa	NM_001111232	1.16	1.14	3.78	1.22	2.07	1.21	1.56	1.88	2.12
slc29a4	NM_001080572	0.22	0.37	0.40	0.14	0.14	0.23	0.21	0.55	0.10
cx23	NM_001013546	0.18	0.56	0.83	0.19	0.25	0.43	0.14	0.12	0.32
si:rp71-1g18.7	NM_001080752	17.47	5.93	26.76	21.06	14.11	6.88	2.37	23.97	6.74
xrcc6bp1	NM_001083580	10.57	12.11	17.44	18.76	17.63	17.76	11.58	17.45	10.41
zgc:154055	NM_001077142	0.67	0.66	1.93	1.41	1.56	0.70	0.55	0.92	1.09
rfc1	NM_001089491	27.06	29.80	34.34	27.95	27.33	23.48	22.68	31.68	23.85
mpv17	NM_201165	16.12	16.58	20.63	19.95	18.16	13.73	11.79	19.44	13.29
zgc:112052	NM_001017665	27.54	29.63	32.24	45.86	47.04	48.65	24.68	30.14	26.03
nop16	NM_001002534	121.36	113.99	131.02	120.70	115.87	107.04	107.15	104.45	110.47
alkbh5	NM_001077387	33.00	32.07	26.23	25.57	24.13	40.37	79.85	28.07	64.29
syt1b	NM_001089461	0.26	0.27	0.09	0.37	0.36	1.00	0.10	0.09	0.09
atf7b	NM_001025549	25.76	29.74	25.87	21.83	22.54	19.69	33.51	31.77	31.24
cdc7	NM_001007409	23.43	22.68	18.93	17.62	18.11	23.33	27.92	20.77	27.35
polr2f	NM_001002544	170.94	144.12	167.70	171.40	176.96	174.08	127.93	141.08	141.72
mcm5	NM_178436	289.97	282.58	310.07	267.98	257.02	187.40	153.15	263.49	190.56
aspdh	NM_001004657	0.00	0.00	0.21	0.00	0.21	0.00	0.37	0.11	0.22
mpi	NM_001033110	14.87	19.37	9.87	16.76	16.58	26.55	29.78	13.05	25.82
cuedc1a	NM_001077461	0.30	0.45	0.34	0.45	0.36	0.36	0.52	0.50	0.70
fbxo9	NM_199718	36.73	33.89	28.15	47.87	47.26	47.03	33.35	33.90	33.03
si:ch211-156j16.1	NM_001126417	35.61	40.64	38.18	51.67	45.32	43.35	34.23	54.95	40.06
tpm3	NM_201492,NM_205676	501.42	507.64	484.87	602.33	605.08	564.23	550.02	451.57	518.41
ppa1a	NM_200733	0.82	1.24	1.09	0.67	1.22	1.14	1.31	0.76	0.29
trim35-24	NM_001044711	0.38	0.44	0.58	0.32	0.59	0.23	0.00	0.50	0.29
trmt13	NM_001014309	21.41	22.90	26.10	26.15	27.08	25.62	25.12	28.38	26.47
zgc:136864	NM_001040044	28.93	25.31	26.02	24.44	25.21	23.46	25.17	23.54	23.78
robo1	NM_001309824	19.13	22.77	18.51	15.14	14.65	12.92	24.44	18.64	20.84
ugt5a5	NM_001177497	17.51	18.64	17.37	18.63	17.38	14.88	17.86	11.18	13.36
rassf1	NM_001004550	29.53	27.18	42.49	47.18	44.18	43.67	26.83	47.17	33.23
im:6905231	NM_001310843	33.54	30.57	28.08	40.48	41.18	40.72	23.08	27.51	23.45
magi2a	NM_001122611	0.96	1.34	0.98	1.80	1.53	0.98	2.84	1.22	2.66
ppef1	NM_001114730	0.25	0.13	0.09	0.06	0.60	0.61	1.00	1.32	1.80
ino80e	NM_205636	18.28	20.04	21.78	18.42	21.02	15.48	18.56	18.79	16.19
apoa4a	NM_001017909	1.57	2.98	12.39	4.02	4.14	2.45	1.88	10.34	2.64
chuk	NM_200317	34.15	38.66	37.87	39.88	41.47	40.66	43.31	41.89	41.10
ddx20	NM_001123323	23.61	27.77	27.75	22.17	25.50	21.64	19.82	27.07	22.66
rabep2	NM_001080625	16.82	18.75	22.47	24.30	22.40	20.16	17.05	21.34	18.59
pls3	NM_001002326	91.71	108.91	130.86	75.22	77.75	66.60	56.09	97.73	70.60
crls1	NM_212931	46.05	45.27	53.37	57.69	49.48	48.75	56.11	44.04	50.53
crnkl1	NM_200946	82.70	78.56	84.25	74.67	79.12	80.27	83.81	81.81	85.35
aspm	NM_001123373	44.62	56.26	47.31	39.12	41.06	38.56	46.12	52.62	51.02
lrrc47	NM_001110372	40.27	41.46	49.69	40.42	39.57	40.24	47.31	46.46	41.40
rims3	NM_001100009	0.11	0.23	0.22	0.00	0.12	0.23	0.40	0.47	0.36
LOC101885597	NM_001318952	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00
tomm70a	NM_200002	77.41	75.76	84.23	83.97	79.44	72.53	61.49	86.50	69.97
gla	NM_001006103	6.53	6.34	5.06	6.50	4.53	2.80	4.70	5.53	5.41
tmem144b	NM_001005983	0.21	0.07	0.21	0.51	0.57	0.58	0.75	1.53	0.75
slc16a9a	NM_200410	0.41	0.40	0.27	3.15	2.20	3.81	3.10	0.94	2.53
cbln2b	NM_001098738	0.07	0.08	0.15	0.08	0.00	0.00	0.00	0.00	0.00
fam213aa	NM_001193525	28.42	27.95	32.25	21.27	18.96	10.60	10.55	19.31	12.24
sparcl1	NM_001130605	0.26	0.16	0.05	0.33	0.32	0.55	0.06	0.22	0.28
LOC100005807	NM_001200061	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
si:ch211-214p16.1	NR_110414	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.17	0.18
cdk5rap1	NM_001110379	5.23	4.79	6.84	4.90	5.34	6.52	6.15	6.00	5.64
cdc14ab	NM_001128538	48.09	49.72	37.36	35.08	32.90	37.29	45.93	42.58	45.91
gprc5bb	NM_001145704	0.23	0.00	0.15	0.16	0.24	0.40	0.28	0.24	0.17
uprt	NM_207091	28.53	30.18	37.75	32.77	29.64	22.26	11.60	14.35	13.03
klf2b	NM_131857	20.11	20.42	11.96	30.41	33.15	45.64	83.44	20.50	64.65
foxa3	NM_131299	78.63	80.75	55.33	92.11	100.09	119.61	188.30	91.98	154.88
znf207b	NM_199665	131.76	135.67	147.93	130.91	127.33	106.53	100.58	133.99	114.83
mir126a	NR_030071	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
si:ch1073-443f11.2	NM_001271773	3.52	5.33	5.15	5.75	5.33	4.18	2.93	4.90	4.00
hoxb4a	NM_131118	26.73	28.90	27.29	24.10	21.76	22.61	25.98	29.81	30.45
opn6b	NM_001316950	0.26	0.18	0.86	0.18	0.62	0.90	0.52	0.90	0.65
si:ch211-262i1.6	NM_001308551	19.06	18.63	21.40	19.04	18.84	15.92	14.66	21.24	17.01
n6amt1	NM_001002502	60.49	58.83	52.53	56.10	55.99	55.68	39.11	37.09	38.92
me2	NM_001003627	3.73	4.08	6.15	5.71	5.82	3.84	3.32	7.18	4.14
zgc:194718	NM_001130671	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
serf2	NM_001160335	169.23	169.93	180.58	187.19	205.04	212.55	159.79	190.42	161.62
tbx2b	NM_131051	35.63	40.49	39.69	27.71	26.06	17.89	19.55	40.77	27.54
zgc:101583	NM_001008647	4.54	3.98	5.85	5.15	5.05	3.07	3.45	6.21	3.56
si:ch211-202p1.5	NM_001311214	1.99	2.61	1.74	2.88	3.34	1.56	2.39	1.82	1.88
tox	NM_001256694	64.50	70.02	59.33	43.57	45.49	49.06	79.23	56.97	71.88
wu:fc55g01	NR_120316	118.00	110.53	105.66	97.69	101.58	133.95	130.77	133.90	126.13
lrp3	NM_001130634	4.39	4.02	3.71	4.02	2.82	3.33	7.11	5.39	6.09
srrm2	NM_001030075	109.60	121.68	114.93	109.97	114.44	118.74	136.73	114.56	132.43
il10ra	NM_001077625	0.03	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.03
zgc:194224	NM_001130794	51.38	45.89	61.54	56.85	56.89	49.79	45.87	59.25	48.49
per1a	NM_001030183	0.11	0.08	0.27	0.23	0.17	0.11	0.29	0.08	0.12
itgb4	NM_001024386	1.87	2.69	1.37	1.25	1.32	1.12	2.11	2.30	2.13
otud5a	NM_001075110	49.17	48.84	42.47	51.69	55.60	55.64	63.74	47.77	58.86
lrrc58a	NM_001145622	28.14	35.92	28.57	56.72	47.38	40.22	30.69	39.86	36.99
zgc:110333	NM_001017799	34.99	32.60	31.05	40.96	39.86	43.52	46.79	29.42	42.25
nme6	NM_131597	12.82	10.13	13.02	12.54	15.28	11.99	14.10	12.56	12.49
ankrd6b	NM_194423	24.97	28.02	21.88	23.14	23.17	23.68	31.72	25.74	26.20
tbc1d23	NM_200487	23.64	26.25	29.52	26.84	27.60	27.18	30.33	25.89	28.65
cox4i2	NM_200803	8.77	11.84	9.32	11.23	8.54	5.64	11.08	11.54	7.77
ncam1a	NM_131202	9.60	13.63	13.44	7.44	6.80	5.00	7.34	13.68	7.88
tradd	NM_131607	13.84	14.25	14.09	14.03	13.42	14.00	12.34	16.04	12.74
zgc:165423	NM_001100150	0.70	0.79	0.45	0.37	0.36	0.05	0.42	0.47	0.32
zgc:174931	NM_001109827	2.26	2.52	1.23	1.45	2.63	2.51	2.18	2.97	2.67
plk2b	NM_001099245	3.60	3.30	6.18	7.78	6.56	4.66	2.18	3.16	2.45
waslb	NM_201059	60.86	60.45	49.86	55.84	53.62	61.63	78.30	54.22	74.70
nrn1b	NM_001006007	1.40	1.61	1.79	1.26	0.82	1.11	0.80	1.32	1.15
slc30a1a	NM_200879	36.06	35.52	44.63	48.49	54.82	58.88	23.67	54.60	34.22
sdhc	NM_001003523	44.79	46.08	58.58	69.32	65.66	56.44	34.94	47.79	39.08
ube2l3b	NM_001082797	196.84	207.98	186.38	236.95	215.45	222.77	156.32	232.46	178.51
cptp	NM_001003497	8.02	7.12	10.07	5.35	6.37	5.31	7.08	8.37	8.71
fut11	NM_001077174	23.18	23.65	21.60	21.92	21.22	20.05	24.79	24.25	23.39
zgc:77375	NM_205631	6.39	7.12	6.62	11.56	7.81	12.71	7.27	10.94	9.80
tspan12	NM_201152	1.06	0.79	0.68	0.72	0.58	0.52	0.37	1.44	0.40
smndc1	NM_212601	111.87	113.27	132.33	107.66	112.48	104.10	84.75	118.68	99.28
fgf22	NM_001040095	0.17	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.18
oclna	NM_212832	36.60	34.27	35.14	46.55	46.16	53.46	40.47	31.99	37.46
mir430c-4	NR_034213	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00
nfe2l2b	NM_001257183	0.61	1.40	1.64	1.79	0.81	1.27	0.58	1.91	0.85
camkk1b	NM_001130625	0.22	0.30	0.50	0.76	0.52	0.38	0.17	0.60	0.39
nog5	NM_001082988	0.00	0.17	0.00	0.00	0.00	0.00	0.40	0.00	0.18
LOC794656	NM_001128355	6.36	5.51	5.35	4.48	6.53	6.63	7.45	5.84	6.47
cplx2	NM_001199318	1.56	0.82	2.45	0.41	0.80	0.68	1.09	1.76	2.52
fam60a	NM_001025531	7.75	4.73	7.48	5.95	5.36	6.51	5.96	6.04	7.72
hmgb3a	NM_001122836	207.14	202.18	211.28	68.22	64.46	86.51	314.45	228.64	292.56
stxbp5a	NM_001099981	0.32	0.28	0.59	0.34	0.39	0.09	0.18	0.65	0.38
wu:fa26c03	NM_001105115	427.44	456.11	568.24	413.12	387.01	225.10	210.39	330.63	247.34
slc16a3	NM_212708	9.19	9.04	3.30	3.34	3.08	10.56	34.88	7.70	24.64
kifap3b	NM_001144045	6.40	6.68	7.84	4.16	3.47	2.51	3.66	6.49	3.65
cldn10b	NM_001020613	7.40	7.47	7.58	8.48	8.38	11.25	9.06	7.08	9.02
ctsz	NM_001006043	4.75	5.05	10.03	5.52	5.27	2.44	3.24	9.38	4.41
wu:fc20e06	NR_023333	24.11	33.19	22.32	21.22	22.54	26.55	35.28	30.63	36.86
hmga1a	NM_001289906,NM_001289907,NM_213168	10067.86	10081.85	7740.06	8179.35	8662.27	9392.62	12251.35	9501.86	11464.64
phc2b	NM_201202	13.77	14.78	13.43	13.09	12.86	13.84	16.99	12.64	19.19
zgc:103510	NM_001008604	0.14	0.08	0.30	0.00	0.00	0.00	0.00	0.00	0.00
s100a11	NM_001282183	0.46	0.24	0.23	0.49	0.24	0.24	0.28	0.00	0.00
nr4a1	NM_001002173	0.38	0.36	0.65	1.58	1.62	1.67	0.57	0.93	0.55
capn5a	NM_001080007	19.16	23.51	17.94	22.08	19.53	18.92	23.89	21.55	23.36
htra1a	NM_001002219	2.05	2.15	3.14	1.73	1.34	1.10	1.14	1.98	1.56
zgc:113340	NM_001014321	7.58	6.91	10.93	7.47	9.17	10.43	10.88	9.66	10.40
atp6v1d	NM_001167954	61.19	57.94	66.03	86.80	84.76	82.14	34.70	58.60	39.79
tdrd5	NM_001044850	2.63	2.56	3.01	3.18	2.80	1.88	2.19	3.99	2.86
satb2	NM_001128532	1.88	3.81	2.70	2.77	2.06	1.75	1.00	4.25	1.03
tmem242	NM_001160014	8.58	9.70	13.08	12.06	12.51	10.57	6.28	10.82	7.56
LOC100536659	NM_001254950	0.00	0.12	1.75	0.92	0.68	0.11	0.24	0.34	0.30
nf2a	NM_001128707	13.12	12.56	10.03	8.31	9.77	8.65	11.56	13.08	9.75
cybb	NM_200414	3.68	4.57	3.77	5.29	5.71	6.82	8.24	5.04	8.13
crabp2b	NM_001012483	84.86	76.35	55.59	50.75	67.64	93.48	247.70	94.45	208.22
mrpl30	NM_001020761	72.22	62.55	77.43	70.10	77.80	70.69	53.58	71.78	53.92
ap1s3b	NM_001004635	20.43	19.43	20.89	24.33	26.68	25.53	21.64	21.62	19.15
nrxn2a	NM_001079970	0.09	0.03	0.14	0.03	0.13	0.00	0.03	0.21	0.03
trim71	NM_001301331	110.61	117.31	93.69	104.11	98.39	111.07	180.71	106.65	153.81
cxcl12b	NM_198068	131.30	141.94	136.53	134.81	127.62	118.06	176.72	134.60	164.98
hnrnpa1a	NM_200495	925.05	952.98	883.53	838.42	841.41	888.07	1016.99	908.92	1018.41
syncripl	NM_199679	57.03	75.13	61.75	56.80	56.92	52.19	52.16	65.07	53.47
rab14	NM_201495	79.79	83.03	96.14	105.85	109.46	99.78	50.35	90.51	68.78
car15	NM_001045139	0.10	0.11	0.10	0.00	0.10	0.21	0.00	0.11	0.22
phf6	NM_199765	52.02	50.34	51.13	42.69	47.03	48.09	76.02	52.47	66.87
ccdc85ca	NM_001045384	7.08	11.24	14.92	13.76	11.69	8.53	7.21	8.99	8.82
zgc:194282	NM_001136250	3.30	4.03	2.03	4.48	3.40	4.44	2.88	3.07	3.75
glra4b	NM_001202511	0.32	0.11	0.16	0.17	0.22	0.11	0.25	0.33	0.34
zgc:153920	NM_001077324	0.00	0.04	0.24	0.04	0.07	0.00	0.00	0.00	0.00
p2rx3a	NM_131623	0.47	0.80	2.34	0.37	0.49	0.18	0.28	1.60	0.89
pard6gb	NM_212563	35.78	42.88	43.14	33.25	31.46	24.92	38.51	39.28	36.19
dhh	NM_001030115	0.00	0.00	0.11	0.06	0.06	0.06	0.00	0.00	0.00
whsc1	NM_001082551	94.51	99.13	88.94	88.40	91.49	97.49	129.26	96.31	116.63
slc15a1b	NM_198064	0.11	0.08	0.11	0.20	0.08	0.08	0.05	0.08	0.16
bbs10	NM_001089463	4.14	2.42	3.09	2.42	2.42	2.55	4.62	2.75	3.09
pbxip1b	NM_001079956	4.00	4.42	6.67	5.28	4.75	2.76	1.69	2.83	2.34
or132-4	NM_001128393	0.00	0.04	0.00	0.00	0.11	0.00	0.00	0.00	0.00
map2k5	NM_001114317	8.38	8.39	12.05	12.65	11.25	8.64	6.86	9.87	8.62
mdm4	NM_212732	36.66	34.34	45.61	35.14	36.25	36.36	38.94	39.43	39.76
crestin	NM_130993	19.58	24.64	61.38	26.87	34.05	32.46	9.23	47.67	19.57
chic2	NM_201120	30.26	33.03	33.11	32.12	36.72	32.28	28.24	35.15	29.23
ybey	NM_212594	33.87	25.97	27.01	34.69	31.27	32.53	28.50	28.49	27.58
atmin	NM_001100042	6.88	6.98	6.54	5.61	5.68	6.21	7.14	9.54	7.03
si:dkey-48p11.3	NM_001201412	30.28	29.76	33.77	32.83	34.67	36.45	32.07	33.78	28.62
znfl1	NM_194389	156.10	181.91	115.75	100.80	104.46	113.08	213.42	121.69	194.56
mir23a-4	NR_048932	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
itchb	NM_001302226	6.38	6.69	4.56	9.67	10.27	13.14	6.32	6.78	6.67
abhd11	NM_001004290	1.81	2.08	3.09	2.63	2.75	2.52	1.96	4.50	1.67
chrac1	NM_001013293	84.26	91.97	96.17	90.07	99.18	93.27	83.00	88.94	77.37
sept4a	NM_001037379	0.88	0.98	2.57	1.15	1.24	1.03	0.72	1.20	1.12
ufc1	NM_001003650	16.71	17.01	26.27	16.44	17.80	14.12	14.04	21.96	16.86
nap1l1	NM_201318	313.23	334.18	478.19	343.09	323.64	274.87	232.75	378.74	289.16
acss2	NM_001002641	23.40	22.73	28.40	23.79	24.29	20.04	20.21	25.87	21.71
ankrd49	NM_001017584	12.13	14.15	14.17	14.10	10.74	11.08	15.51	10.96	14.83
mir375-2	NR_030133	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
crtap	NM_001001406	133.16	140.29	133.14	110.80	110.65	108.85	130.19	135.36	127.73
cers4a	NM_153670	1.45	1.86	2.09	1.47	1.50	1.18	5.16	2.19	3.36
psma3	NM_001030187	279.27	280.02	287.93	242.72	240.66	211.21	199.71	269.93	212.71
rbbp9	NM_001042748	40.64	38.10	51.30	36.72	37.95	36.52	32.63	35.74	34.21
dhodh	NM_001008608	19.65	21.14	21.54	26.34	26.22	30.58	23.77	26.05	24.92
klhl15	NM_001003580	8.00	7.58	9.34	11.07	11.18	9.75	6.82	9.99	7.67
zdhhc2	NM_001013492	0.16	0.21	0.24	0.34	0.21	0.21	0.14	0.08	0.09
fkbp8	NM_200884	13.79	14.21	16.54	24.80	24.56	25.94	21.27	19.97	18.26
si:dkey-11f4.16	NM_001098254	1.60	1.12	0.53	1.40	1.10	2.41	1.81	0.93	1.92
syne3	NM_001083014	19.11	21.45	15.11	25.61	23.97	27.71	19.97	20.52	19.04
hoxd13a	NM_131169	1.00	0.48	1.09	0.76	0.47	0.00	0.11	0.66	0.49
tmem189	NM_001006052	32.14	36.56	36.54	27.17	24.19	22.55	29.51	42.13	30.15
nr1i2	NM_001098617	4.55	5.30	6.65	5.26	5.96	4.61	6.73	5.93	5.00
eif1ad	NM_200468	107.09	95.22	108.17	79.39	81.21	86.15	123.61	94.97	119.15
zgc:86599	NM_001002163	411.60	395.49	407.92	477.40	498.42	471.84	321.15	407.95	325.16
ca15a	NM_001081689	0.00	0.00	0.08	0.00	0.08	0.08	0.00	0.23	0.00
mief2	NM_001076648	23.99	21.90	13.74	25.55	21.78	32.04	57.96	22.57	42.57
abi3bpb	NM_199859	0.55	1.26	1.14	0.75	0.48	0.31	0.10	1.03	0.15
taar14e	NM_001082914	0.00	0.26	0.00	0.13	0.00	0.13	0.00	0.42	0.18
ank2b	NM_001006063	0.20	0.43	1.01	0.21	0.28	0.21	0.08	1.13	0.15
snrnp48	NM_001115142	20.51	21.06	15.43	19.18	13.74	18.42	19.08	19.32	18.50
loxl5b	NM_001102574	33.86	33.51	43.28	28.15	27.67	20.26	42.11	29.88	34.76
neurod6b	NM_001309843,NM_001309844,NM_131817,NR_132274	0.43	0.00	0.21	0.45	0.44	0.32	0.07	0.22	0.20
ptprdb	NM_001098769,NM_001166048	1.20	1.92	0.90	3.68	3.23	1.17	1.23	1.23	1.14
pin4	NM_001020553	73.23	68.76	79.27	61.28	56.83	38.17	45.13	52.94	47.38
zgc:103670	NM_001004664	46.06	46.39	48.88	45.41	47.04	52.17	56.75	50.10	57.49
tm9sf2	NM_212728	123.84	132.25	126.94	139.94	147.12	159.90	126.92	144.52	124.59
sinup	NM_197937	0.64	0.67	0.21	0.45	0.66	1.78	0.00	1.11	0.23
mbd2	NM_212768	6.30	4.81	8.27	9.80	9.60	7.29	5.68	3.41	3.85
chmp4ba	NM_200195	17.50	14.86	19.85	22.90	19.13	21.60	19.92	21.10	22.93
dclre1c	NM_001045101	16.11	17.34	22.11	20.25	20.70	18.73	18.74	23.02	19.87
cep55l	NM_001020762	23.41	26.68	30.34	33.39	32.50	34.15	35.37	29.91	33.39
dctd	NM_001017639	31.48	31.80	35.41	26.79	24.80	20.96	26.64	25.67	23.57
si:ch211-132b12.3	NM_001082950	0.00	0.00	0.00	0.05	0.07	0.00	0.00	0.00	0.00
anks4b	NM_001002188	2.81	2.87	2.23	3.70	2.79	2.50	3.08	3.97	4.31
krt94	NM_001077454	1.74	3.01	3.80	3.87	2.96	2.38	1.60	1.61	1.53
hlfb	NM_001197059	0.34	0.84	1.25	1.80	2.35	1.31	0.82	1.31	0.98
zgc:100920	NM_001003635	10.66	11.46	11.54	6.16	7.36	6.89	13.17	12.11	13.15
slc25a15a	NM_001080638	0.19	0.07	0.58	0.95	0.53	0.47	0.00	0.20	0.42
stk11ip	NM_200288	10.72	11.85	12.13	13.89	14.38	12.56	14.71	12.21	13.45
elmsan1a	NM_001045193	4.12	4.41	4.13	5.54	5.43	4.15	4.03	4.13	3.59
armc1	NM_001008609	23.58	23.48	22.51	31.64	23.82	25.05	22.10	28.86	24.00
lgals9l1	NM_200072	0.24	0.36	0.14	0.30	0.54	0.18	0.82	0.44	0.32
trpm5	NM_001128239	6.81	7.50	3.41	8.90	6.50	10.27	14.77	12.76	12.78
tmem41aa	NM_001020765	5.33	5.24	9.63	5.19	5.15	3.86	4.12	9.36	5.81
cdk8	NM_194408	72.08	75.91	89.21	81.93	86.35	71.43	47.35	94.29	59.77
dda1	NM_213127	37.70	35.13	42.78	43.48	43.51	42.59	37.45	44.68	38.52
atp6ap2	NM_213023	49.34	44.67	43.63	61.83	70.18	69.68	45.67	46.05	48.04
atxn7l2a	NM_001045285	38.66	36.53	27.50	32.41	34.11	39.40	42.51	31.80	43.10
adssl	NM_173237	164.63	178.67	162.57	158.14	162.28	151.56	123.22	165.21	137.01
llgl2	NM_212582	36.09	39.53	38.14	40.98	43.12	47.65	49.18	44.28	46.94
nck2a	NM_200997	16.17	14.61	16.32	12.95	13.26	13.38	19.84	15.25	18.94
svbp	NM_001202432	40.65	38.86	40.44	39.85	39.67	34.52	36.17	34.88	37.88
stxbp1b	NM_001089376	0.04	0.09	0.08	0.31	0.18	0.22	0.10	0.09	0.00
mir430a-11	NR_045248	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
kif3cb	NM_001017849	0.21	0.26	0.14	0.60	0.44	0.33	0.09	0.59	0.34
snrka	NM_001193327	17.20	17.05	14.82	13.05	15.09	15.82	18.56	17.48	17.85
plagx	NM_001039829	28.45	30.43	38.14	30.32	28.39	24.24	24.72	33.96	27.37
spcs2	NM_001013469	104.30	107.54	120.17	97.36	92.80	89.65	116.41	128.09	118.73
si:dkey-216e24.3	NM_001201400	0.14	0.00	0.28	0.29	0.29	0.29	0.34	0.00	0.00
fam234b	NM_207053	19.26	19.38	17.74	15.65	14.44	14.73	24.30	17.55	22.38
rtn1a	NM_001029967,NM_001319289,NM_199652	42.36	47.32	67.41	82.42	64.64	38.90	22.00	55.24	31.23
ncbp2	NM_173249	112.71	106.22	108.30	108.12	118.50	118.26	117.31	107.80	109.93
si:dkeyp-98a7.1	NM_001144810	11.97	12.02	9.55	12.85	12.54	14.38	11.25	11.54	11.90
fez1	NM_213396	2.24	2.45	2.37	1.13	1.20	0.58	2.01	2.00	1.81
lman2lb	NM_001076733	21.64	22.02	25.30	15.49	13.07	10.86	13.39	20.91	16.37
gng10	NM_001205026	1.59	0.62	1.77	1.25	1.63	0.21	1.19	1.03	2.13
npffr2a	NM_001105109	0.07	0.00	0.07	0.00	0.08	0.00	0.18	0.00	0.32
wasf2	NM_201081	63.80	71.23	59.95	67.39	69.34	70.89	65.22	65.55	67.75
